Floor,Building,"Owner Association",Description,"Property Number","Property Type"
,8,1,,2304,UNIT
,8,1,,2305,UNIT
,8,1,,2405,UNIT
,8,1,,2501,UNIT
,8,1,,2602,UNIT
,8,1,,2701,UNIT
,8,1,,2702,UNIT
,8,1,,2901,UNIT
,8,1,,307,UNIT
,8,1,,406,UNIT
,8,1,,501,UNIT
,8,1,,507,UNIT
,8,1,,701,UNIT
,8,1,,703,UNIT
,8,1,,708,UNIT
,8,1,,908,UNIT
,8,1,,"SHOP 9",UNIT
,8,1,,B2-78,UNIT
,8,1,,B4-SR06,UNIT
,8,1,,B3-SR04,UNIT
,8,1,,B3-SR06,UNIT
,8,1,,1001,UNIT
,8,1,,101,UNIT
,8,1,,103,UNIT
,8,1,,110,UNIT
,8,1,,1202,UNIT
,8,1,,1206,UNIT
,8,1,,1404,UNIT
,8,1,,1502,UNIT
,8,1,,1601,UNIT
,8,1,,1605,UNIT
,8,1,,1702,UNIT
,8,1,,1903,UNIT
,8,1,,2303,UNIT
,8,1,,2307,UNIT
,8,1,,2404,UNIT
,8,1,,2605,UNIT
,8,1,,2803,UNIT
,8,1,,2804,UNIT
,8,1,,2903,UNIT
,8,1,,2905,UNIT
,8,1,,301,UNIT
,8,1,,408,UNIT
,8,1,,503,UNIT
,8,1,,706,UNIT
,8,1,,803,UNIT
,8,1,,806,UNIT
,8,1,,807,UNIT
,8,1,,808,UNIT
,8,1,,907,UNIT
,8,1,,"SHOP 10",UNIT
,8,1,,1F-SR01,UNIT
,8,1,,B4-SR05,UNIT
,8,1,,B4-SR02,UNIT
,8,1,,B2-SR04,UNIT
,8,1,,B3-SR07,UNIT
,8,1,,1007,UNIT
,8,1,,102,UNIT
,8,1,,1105,UNIT
,8,1,,1204,UNIT
,8,1,,1205,UNIT
,8,1,,1301,UNIT
,8,1,,1504,UNIT
,8,1,,1507,UNIT
,8,1,,1704,UNIT
,8,1,,1805,UNIT
,8,1,,1905,UNIT
,8,1,,2002,UNIT
,8,1,,2103,UNIT
,8,1,,2106,UNIT
,8,1,,2902,UNIT
,8,1,,308,UNIT
,8,1,,401,UNIT
,8,1,,404,UNIT
,8,1,,405,UNIT
,8,1,,506,UNIT
,8,1,,606,UNIT
,8,1,,702,UNIT
,8,1,,804,UNIT
,8,1,,G01,UNIT
,8,1,,G07,UNIT
,8,1,,"SHOP 1",UNIT
,8,1,,"SHOP 7",UNIT
,9,1,,122,UNIT
,9,1,,126,UNIT
,9,1,,204,UNIT
,9,1,,206,UNIT
,9,1,,210,UNIT
,9,1,,215,UNIT
,9,1,,218,UNIT
,9,1,,224,UNIT
,9,1,,226,UNIT
,9,1,,301,UNIT
,9,1,,309,UNIT
,9,1,,322,UNIT
,9,1,,325,UNIT
,9,1,,328,UNIT
,9,1,,403,UNIT
,9,1,,404,UNIT
,9,1,,428,UNIT
,9,1,,R04,UNIT
,9,1,,101,UNIT
,9,1,,111,UNIT
,9,1,,115,UNIT
,9,1,,118,UNIT
,9,1,,119,UNIT
,9,1,,120,UNIT
,9,1,,212,UNIT
,9,1,,223,UNIT
,9,1,,225,UNIT
,9,1,,314,UNIT
,9,1,,407,UNIT
,9,1,,414,UNIT
,9,1,,423,UNIT
,9,1,,424,UNIT
,9,1,,123,UNIT
,9,1,,205,UNIT
,9,1,,216,UNIT
,9,1,,217,UNIT
,9,1,,229,UNIT
,9,1,,305,UNIT
,9,1,,307,UNIT
,9,1,,312,UNIT
,9,1,,313,UNIT
,9,1,,315,UNIT
,9,1,,401,UNIT
,9,1,,417,UNIT
,9,1,,427,UNIT
,9,1,,430,UNIT
,9,1,,G-86,UNIT
,9,1,,107,UNIT
,9,1,,109,UNIT
,9,1,,110,UNIT
,9,1,,207,UNIT
,9,1,,214,UNIT
,9,1,,221,UNIT
,9,1,,222,UNIT
,9,1,,310,UNIT
,9,1,,311,UNIT
,9,1,,321,UNIT
,9,1,,406,UNIT
,9,1,,408,UNIT
,9,1,,419,UNIT
,9,1,,R01,UNIT
,9,1,,G-85,UNIT
,9,1,,103,UNIT
,9,1,,105,UNIT
,9,1,,112,UNIT
,9,1,,113,UNIT
,9,1,,116,UNIT
,9,1,,124,UNIT
,9,1,,209,UNIT
,9,1,,211,UNIT
,9,1,,227,UNIT
,9,1,,316,UNIT
,9,1,,323,UNIT
,9,1,,327,UNIT
,9,1,,420,UNIT
,9,1,,426,UNIT
,9,1,,429,UNIT
,9,1,,R03,UNIT
,9,1,,R05,UNIT
,9,1,,R06,UNIT
,9,1,,102,UNIT
,9,1,,106,UNIT
,9,1,,108,UNIT
,9,1,,114,UNIT
,9,1,,117,UNIT
,9,1,,121,UNIT
,9,1,,201,UNIT
,9,1,,220,UNIT
,9,1,,302,UNIT
,9,1,,306,UNIT
,9,1,,308,UNIT
,9,1,,320,UNIT
,9,1,,324,UNIT
,9,1,,402,UNIT
,9,1,,410,UNIT
,9,1,,411,UNIT
,9,1,,416,UNIT
,9,1,,421,UNIT
,9,1,,127,UNIT
,9,1,,203,UNIT
,9,1,,213,UNIT
,9,1,,228,UNIT
,9,1,,317,UNIT
,9,1,,329,UNIT
,9,1,,409,UNIT
,9,1,,412,UNIT
,9,1,,413,UNIT
,9,1,,415,UNIT
,9,1,,422,UNIT
,9,1,,425,UNIT
,9,1,,104,UNIT
,9,1,,125,UNIT
,9,1,,128,UNIT
,9,1,,202,UNIT
,9,1,,208,UNIT
,9,1,,219,UNIT
,9,1,,303,UNIT
,9,1,,304,UNIT
,9,1,,318,UNIT
,9,1,,319,UNIT
,9,1,,326,UNIT
,9,1,,405,UNIT
,9,1,,418,UNIT
,9,1,,R02,UNIT
,10,1,,G-42,UNIT
,10,1,,G-66,UNIT
,10,1,,G-115,UNIT
,10,1,,504,UNIT
,10,1,,511,UNIT
,10,1,,518,UNIT
,10,1,,601,UNIT
,10,1,,708,UNIT
,10,1,,813,UNIT
,10,1,,814,UNIT
,10,1,,815,UNIT
,10,1,,818,UNIT
,10,1,,103,UNIT
,10,1,,106,UNIT
,10,1,,115,UNIT
,10,1,,205,UNIT
,10,1,,208,UNIT
,10,1,,210,UNIT
,10,1,,211,UNIT
,10,1,,213,UNIT
,10,1,,216,UNIT
,10,1,,309,UNIT
,10,1,,406,UNIT
,10,1,,407,UNIT
,10,1,,409,UNIT
,10,1,,410,UNIT
,10,1,,G-117,UNIT
,10,1,,412,UNIT
,10,1,,514,UNIT
,10,1,,611,UNIT
,10,1,,701,UNIT
,10,1,,705,UNIT
,10,1,,706,UNIT
,10,1,,709,UNIT
,10,1,,809,UNIT
,10,1,,811,UNIT
,10,1,,816,UNIT
,10,1,,104,UNIT
,10,1,,113,UNIT
,10,1,,116,UNIT
,10,1,,214,UNIT
,10,1,,305,UNIT
,10,1,,312,UNIT
,10,1,,313,UNIT
,10,1,,315,UNIT
,10,1,,316,UNIT
,10,1,,318,UNIT
,10,1,,G-78,UNIT
,10,1,,413,UNIT
,10,1,,419,UNIT
,10,1,,501,UNIT
,10,1,,508,UNIT
,10,1,,510,UNIT
,10,1,,516,UNIT
,10,1,,517,UNIT
,10,1,,602,UNIT
,10,1,,603,UNIT
,10,1,,609,UNIT
,10,1,,707,UNIT
,10,1,,712,UNIT
,10,1,,717,UNIT
,10,1,,802,UNIT
,10,1,,817,UNIT
,10,1,,107,UNIT
,10,1,,108,UNIT
,10,1,,112,UNIT
,10,1,,306,UNIT
,10,1,,308,UNIT
,10,1,,404,UNIT
,10,1,,G-8,UNIT
,10,1,,411,UNIT
,10,1,,417,UNIT
,10,1,,509,UNIT
,10,1,,512,UNIT
,10,1,,604,UNIT
,10,1,,614,UNIT
,10,1,,617,UNIT
,10,1,,704,UNIT
,10,1,,718,UNIT
,10,1,,804,UNIT
,10,1,,810,UNIT
,10,1,,812,UNIT
,10,1,,101,UNIT
,10,1,,117,UNIT
,10,1,,207,UNIT
,10,1,,212,UNIT
,10,1,,217,UNIT
,10,1,,302,UNIT
,10,1,,303,UNIT
,10,1,,402,UNIT
,10,1,,G-149,UNIT
,10,1,,416,UNIT
,10,1,,506,UNIT
,10,1,,606,UNIT
,10,1,,613,UNIT
,10,1,,615,UNIT
,10,1,,618,UNIT
,10,1,,716,UNIT
,10,1,,803,UNIT
,10,1,,805,UNIT
,10,1,,201,UNIT
,10,1,,203,UNIT
,10,1,,215,UNIT
,10,1,,314,UNIT
,10,1,,G-67,UNIT
,10,1,,418,UNIT
,10,1,,513,UNIT
,10,1,,610,UNIT
,10,1,,616,UNIT
,10,1,,703,UNIT
,10,1,,713,UNIT
,10,1,,105,UNIT
,10,1,,109,UNIT
,10,1,,219,UNIT
,10,1,,307,UNIT
,10,1,,317,UNIT
,10,1,,319,UNIT
,10,1,,403,UNIT
,10,1,,414,UNIT
,10,1,,415,UNIT
,10,1,,502,UNIT
,10,1,,503,UNIT
,10,1,,505,UNIT
,10,1,,515,UNIT
,10,1,,619,UNIT
,10,1,,710,UNIT
,10,1,,715,UNIT
,10,1,,808,UNIT
,10,1,,819,UNIT
,10,1,,111,UNIT
,10,1,,114,UNIT
,10,1,,206,UNIT
,10,1,,209,UNIT
,10,1,,310,UNIT
,10,1,,401,UNIT
,10,1,,408,UNIT
,10,1,,G-150,UNIT
,10,1,,507,UNIT
,10,1,,519,UNIT
,10,1,,605,UNIT
,10,1,,607,UNIT
,10,1,,608,UNIT
,10,1,,612,UNIT
,10,1,,702,UNIT
,10,1,,711,UNIT
,10,1,,714,UNIT
,10,1,,719,UNIT
,10,1,,801,UNIT
,10,1,,806,UNIT
,10,1,,807,UNIT
,10,1,,102,UNIT
,10,1,,110,UNIT
,10,1,,202,UNIT
,10,1,,204,UNIT
,10,1,,218,UNIT
,10,1,,301,UNIT
,10,1,,304,UNIT
,10,1,,311,UNIT
,10,1,,405,UNIT
,11,1,,104,UNIT
,11,1,,112,UNIT
,11,1,,206,UNIT
,11,1,,208,UNIT
,11,1,,409,UNIT
,11,1,,507,UNIT
,11,1,,512,UNIT
,11,1,,G011,UNIT
,11,1,,108,UNIT
,11,1,,506,UNIT
,11,1,,G002,UNIT
,11,1,,G005,UNIT
,11,1,,G010,UNIT
,11,1,,G015,UNIT
,11,1,,103,UNIT
,11,1,,106,UNIT
,11,1,,211,UNIT
,11,1,,301,UNIT
,11,1,,307,UNIT
,11,1,,405,UNIT
,11,1,,508,UNIT
,11,1,,515,UNIT
,11,1,,G004,UNIT
,11,1,,201,UNIT
,11,1,,204,UNIT
,11,1,,212,UNIT
,11,1,,305,UNIT
,11,1,,306,UNIT
,11,1,,408,UNIT
,11,1,,505,UNIT
,11,1,,G014,UNIT
,11,1,,115,UNIT
,11,1,,312,UNIT
,11,1,,403,UNIT
,11,1,,412,UNIT
,11,1,,415,UNIT
,11,1,,G001,UNIT
,11,1,,G012,UNIT
,11,1,,102,UNIT
,11,1,,203,UNIT
,11,1,,210,UNIT
,11,1,,213,UNIT
,11,1,,302,UNIT
,11,1,,413,UNIT
,11,1,,502,UNIT
,11,1,,G007,UNIT
,11,1,,G008,UNIT
,11,1,,107,UNIT
,11,1,,111,UNIT
,11,1,,202,UNIT
,11,1,,209,UNIT
,11,1,,214,UNIT
,11,1,,215,UNIT
,11,1,,303,UNIT
,11,1,,311,UNIT
,11,1,,315,UNIT
,11,1,,404,UNIT
,11,1,,410,UNIT
,11,1,,411,UNIT
,11,1,,503,UNIT
,11,1,,G009,UNIT
,11,1,,101,UNIT
,11,1,,105,UNIT
,11,1,,205,UNIT
,11,1,,207,UNIT
,11,1,,304,UNIT
,11,1,,308,UNIT
,11,1,,401,UNIT
,11,1,,402,UNIT
,11,1,,406,UNIT
,11,1,,407,UNIT
,11,1,,414,UNIT
,11,1,,501,UNIT
,11,1,,504,UNIT
,11,1,,511,UNIT
,11,1,,G003,UNIT
,11,1,,G006,UNIT
,11,2,,G013,UNIT
,11,1,,R1,UNIT
,12,1,,1002,UNIT
,12,1,,102,UNIT
,12,1,,110,UNIT
,12,1,,207,UNIT
,12,1,,208,UNIT
,12,1,,306,UNIT
,12,1,,507,UNIT
,12,1,,602,UNIT
,12,1,,705,UNIT
,12,1,,910,UNIT
,12,1,,1104,UNIT
,12,1,,303,UNIT
,12,1,,304,UNIT
,12,1,,307,UNIT
,12,1,,410,UNIT
,12,1,,508,UNIT
,12,1,,601,UNIT
,12,1,,710,UNIT
,12,1,,905,UNIT
,12,1,,P1-69,UNIT
,12,1,,101,UNIT
,12,1,,105,UNIT
,12,1,,1109,UNIT
,12,1,,1110,UNIT
,12,1,,204,UNIT
,12,1,,206,UNIT
,12,1,,302,UNIT
,12,1,,401,UNIT
,12,1,,409,UNIT
,12,1,,501,UNIT
,12,1,,604,UNIT
,12,1,,606,UNIT
,12,1,,607,UNIT
,12,1,,608,UNIT
,12,1,,702,UNIT
,12,1,,804,UNIT
,12,1,,809,UNIT
,12,1,,901,UNIT
,12,1,,104,UNIT
,12,1,,1102,UNIT
,12,1,,1105,UNIT
,12,1,,202,UNIT
,12,1,,203,UNIT
,12,1,,506,UNIT
,12,1,,610,UNIT
,12,1,,703,UNIT
,12,1,,704,UNIT
,12,1,,706,UNIT
,12,1,,907,UNIT
,12,1,,P2-111,UNIT
,12,1,,103,UNIT
,12,1,,106,UNIT
,12,1,,1202,UNIT
,12,1,,201,UNIT
,12,1,,210,UNIT
,12,1,,404,UNIT
,12,1,,502,UNIT
,12,1,,603,UNIT
,12,1,,707,UNIT
,12,1,,801,UNIT
,12,1,,G-24,UNIT
,12,1,,1007,UNIT
,12,1,,1008,UNIT
,12,1,,107,UNIT
,12,1,,1103,UNIT
,12,1,,1201,UNIT
,12,1,,209,UNIT
,12,1,,308,UNIT
,12,1,,406,UNIT
,12,1,,407,UNIT
,12,1,,503,UNIT
,12,1,,504,UNIT
,12,1,,605,UNIT
,12,1,,609,UNIT
,12,1,,708,UNIT
,12,1,,802,UNIT
,12,1,,806,UNIT
,12,1,,810,UNIT
,12,1,,903,UNIT
,12,1,,908,UNIT
,12,1,,909,UNIT
,12,1,,G-25,UNIT
,12,1,,P1-74,UNIT
,12,1,,P2-109,UNIT
,12,1,,1001,UNIT
,12,1,,1003,UNIT
,12,1,,1004,UNIT
,12,1,,1006,UNIT
,12,1,,1009,UNIT
,12,1,,108,UNIT
,12,1,,1108,UNIT
,12,1,,301,UNIT
,12,1,,310,UNIT
,12,1,,402,UNIT
,12,1,,405,UNIT
,12,1,,408,UNIT
,12,1,,505,UNIT
,12,1,,510,UNIT
,12,1,,803,UNIT
,12,1,,805,UNIT
,12,1,,902,UNIT
,12,1,,904,UNIT
,12,1,,P2-107,UNIT
,12,1,,P1-54,UNIT
,12,1,,P2-97,UNIT
,12,1,,P2-123,UNIT
,12,1,,1005,UNIT
,12,1,,1010,UNIT
,12,1,,109,UNIT
,12,1,,1101,UNIT
,12,1,,1106,UNIT
,12,1,,1107,UNIT
,12,1,,205,UNIT
,12,1,,305,UNIT
,12,1,,309,UNIT
,12,1,,403,UNIT
,12,1,,509,UNIT
,12,1,,701,UNIT
,12,1,,709,UNIT
,12,1,,807,UNIT
,12,1,,808,UNIT
,12,1,,906,UNIT
,12,1,,P2-118,UNIT
,13,1,,409,UNIT
,13,1,,502,UNIT
,13,1,,503,UNIT
,13,1,,814,UNIT
,13,1,,912,UNIT
,13,1,,1006,UNIT
,13,1,,1013,UNIT
,13,1,,S03,UNIT
,13,1,,102,UNIT
,13,1,,113,UNIT
,13,1,,210,UNIT
,13,1,,304,UNIT
,13,1,,403,UNIT
,13,1,,405,UNIT
,13,1,,603,UNIT
,13,1,,612,UNIT
,13,1,,614,UNIT
,13,1,,704,UNIT
,13,1,,807,UNIT
,13,1,,412,UNIT
,13,1,,507,UNIT
,13,1,,813,UNIT
,13,1,,406,UNIT
,13,1,,209,UNIT
,13,1,,311,UNIT
,13,1,,509,UNIT
,13,1,,512,UNIT
,13,1,,609,UNIT
,13,1,,703,UNIT
,13,1,,705,UNIT
,13,1,,706,UNIT
,13,1,,708,UNIT
,13,1,,501,UNIT
,13,1,,506,UNIT
,13,1,,903,UNIT
,13,1,,910,UNIT
,13,1,,407,UNIT
,13,1,,1012,UNIT
,13,1,,914,UNIT
,13,1,,S06,UNIT
,13,1,,110,UNIT
,13,1,,111,UNIT
,13,1,,112,UNIT
,13,1,,211,UNIT
,13,1,,212,UNIT
,13,1,,301,UNIT
,13,1,,302,UNIT
,13,1,,313,UNIT
,13,1,,401,UNIT
,13,1,,508,UNIT
,13,1,,604,UNIT
,13,1,,607,UNIT
,13,1,,613,UNIT
,13,1,,709,UNIT
,13,1,,713,UNIT
,13,1,,410,UNIT
,13,1,,505,UNIT
,13,1,,811,UNIT
,13,1,,901,UNIT
,13,1,,904,UNIT
,13,1,,909,UNIT
,13,1,,911,UNIT
,13,1,,1007,UNIT
,13,1,,101,UNIT
,13,1,,1009,UNIT
,13,1,,107,UNIT
,13,1,,205,UNIT
,13,1,,206,UNIT
,13,1,,207,UNIT
,13,1,,307,UNIT
,13,1,,402,UNIT
,13,1,,710,UNIT
,13,1,,809,UNIT
,13,1,,413,UNIT
,13,1,,1001,UNIT
,13,1,,1002,UNIT
,13,1,,907,UNIT
,13,1,,1008,UNIT
,13,1,,1010,UNIT
,13,1,,1014,UNIT
,13,1,,104,UNIT
,13,1,,214,UNIT
,13,1,,309,UNIT
,13,1,,314,UNIT
,13,1,,404,UNIT
,13,1,,702,UNIT
,13,1,,707,UNIT
,13,1,,803,UNIT
,13,1,,808,UNIT
,13,1,,504,UNIT
,13,1,,810,UNIT
,13,1,,812,UNIT
,13,1,,S01,UNIT
,13,1,,105,UNIT
,13,1,,108,UNIT
,13,1,,203,UNIT
,13,1,,213,UNIT
,13,1,,305,UNIT
,13,1,,306,UNIT
,13,1,,308,UNIT
,13,1,,310,UNIT
,13,1,,514,UNIT
,13,1,,608,UNIT
,13,1,,610,UNIT
,13,1,,701,UNIT
,13,1,,711,UNIT
,13,1,,714,UNIT
,13,1,,805,UNIT
,13,1,,414,UNIT
,13,1,,1004,UNIT
,13,1,,913,UNIT
,13,1,,S05,UNIT
,13,1,,103,UNIT
,13,1,,109,UNIT
,13,1,,201,UNIT
,13,1,,303,UNIT
,13,1,,510,UNIT
,13,1,,602,UNIT
,13,1,,605,UNIT
,13,1,,606,UNIT
,13,1,,801,UNIT
,13,1,,806,UNIT
,13,1,,411,UNIT
,13,1,,1003,UNIT
,13,1,,1005,UNIT
,13,1,,902,UNIT
,13,1,,905,UNIT
,13,1,,906,UNIT
,13,1,,908,UNIT
,13,1,,408,UNIT
,13,1,,1011,UNIT
,13,1,,S02,UNIT
,13,1,,S04,UNIT
,13,1,,106,UNIT
,13,1,,114,UNIT
,13,1,,202,UNIT
,13,1,,204,UNIT
,13,1,,208,UNIT
,13,1,,312,UNIT
,13,1,,511,UNIT
,13,1,,513,UNIT
,13,1,,601,UNIT
,13,1,,611,UNIT
,13,1,,712,UNIT
,13,1,,802,UNIT
,13,1,,804,UNIT
,14,1,,P-64,UNIT
,14,1,,P-27,UNIT
,14,1,,P-16,UNIT
,14,1,,P-29,UNIT
,14,1,,P-52,UNIT
,14,1,,P-32,UNIT
,14,1,,P-47,UNIT
,14,1,,308,UNIT
,14,1,,1106,UNIT
,14,1,,104,UNIT
,14,1,,903,UNIT
,14,1,,1501,UNIT
,14,1,,511,UNIT
,14,1,,410,UNIT
,14,1,,507,UNIT
,14,1,,1002,UNIT
,14,1,,510,UNIT
,14,1,,416,UNIT
,14,1,,805,UNIT
,14,1,,405,UNIT
,14,1,,1204,UNIT
,14,1,,414,UNIT
,14,1,,1401,UNIT
,14,1,,216,UNIT
,14,1,,211,UNIT
,14,1,,810,UNIT
,14,1,,401,UNIT
,14,1,,1001,UNIT
,14,1,,814,UNIT
,14,1,,P-50,UNIT
,14,1,,P-63,UNIT
,14,1,,B1-31,UNIT
,14,1,,B1-30,UNIT
,14,1,,B1-33,UNIT
,14,1,,P-17,UNIT
,14,1,,1004,UNIT
,14,1,,1502,UNIT
,14,1,,311,UNIT
,14,1,,901,UNIT
,14,1,,716,UNIT
,14,1,,706,UNIT
,14,1,,913,UNIT
,14,1,,711,UNIT
,14,1,,613,UNIT
,14,1,,415,UNIT
,14,1,,809,UNIT
,14,1,,1406,UNIT
,14,1,,504,UNIT
,14,1,,807,UNIT
,14,1,,906,UNIT
,14,1,,P-31,UNIT
,14,1,,B1-29,UNIT
,14,1,,P-37,UNIT
,14,1,,816,UNIT
,14,1,,1202,UNIT
,14,1,,610,UNIT
,14,1,,404,UNIT
,14,1,,204,UNIT
,14,1,,508,UNIT
,14,1,,502,UNIT
,14,1,,408,UNIT
,14,1,,409,UNIT
,14,1,,316,UNIT
,14,1,,215,UNIT
,14,1,,1007,UNIT
,14,1,,1006,UNIT
,14,1,,911,UNIT
,14,1,,P-59,UNIT
,14,1,,P-53,UNIT
,14,1,,P-20,UNIT
,14,1,,B1-35,UNIT
,14,1,,P-45,UNIT
,14,1,,P-60,UNIT
,14,1,,P-34,UNIT
,14,1,,P-40,UNIT
,14,1,,P-43,UNIT
,14,1,,P-61,UNIT
,14,1,,Retail-3,UNIT
,14,1,,707,UNIT
,14,1,,206,UNIT
,14,1,,604,UNIT
,14,1,,1305,UNIT
,14,1,,212,UNIT
,14,1,,406,UNIT
,14,1,,701,UNIT
,14,1,,1301,UNIT
,14,1,,704,UNIT
,14,1,,Retail-7,UNIT
,14,1,,516,UNIT
,14,1,,205,UNIT
,14,1,,803,UNIT
,14,1,,812,UNIT
,14,1,,312,UNIT
,14,1,,210,UNIT
,14,1,,802,UNIT
,14,1,,514,UNIT
,14,1,,1307,UNIT
,14,1,,915,UNIT
,14,1,,801,UNIT
,14,1,,615,UNIT
,14,1,,616,UNIT
,14,1,,715,UNIT
,14,1,,P-46,UNIT
,14,1,,P-58,UNIT
,14,1,,B1-28,UNIT
,14,1,,P-18,UNIT
,14,1,,P-33,UNIT
,14,1,,P-21,UNIT
,14,1,,P-55,UNIT
,14,1,,P-36,UNIT
,14,1,,P-56,UNIT
,14,1,,P-48,UNIT
,14,1,,P-51,UNIT
,14,1,,P-62,UNIT
,14,1,,1107,UNIT
,14,1,,912,UNIT
,14,1,,501,UNIT
,14,1,,808,UNIT
,14,1,,407,UNIT
,14,1,,1404,UNIT
,14,1,,602,UNIT
,14,1,,108,UNIT
,14,1,,107,UNIT
,14,1,,305,UNIT
,14,1,,1203,UNIT
,14,1,,703,UNIT
,14,1,,509,UNIT
,14,1,,1407,UNIT
,14,1,,412,UNIT
,14,1,,106,UNIT
,14,1,,908,UNIT
,14,1,,601,UNIT
,14,1,,1207,UNIT
,14,1,,608,UNIT
,14,1,,710,UNIT
,14,1,,705,UNIT
,14,1,,Retail-6,UNIT
,14,1,,713,UNIT
,14,1,,904,UNIT
,14,1,,515,UNIT
,14,1,,1101,UNIT
,14,1,,605,UNIT
,14,1,,P-24,UNIT
,14,1,,P-38,UNIT
,14,1,,P-41,UNIT
,14,1,,B1-34,UNIT
,14,1,,B1-78,UNIT
,14,1,,P-15,UNIT
,14,1,,P-49,UNIT
,14,1,,P-23,UNIT
,14,1,,P-19,UNIT
,14,1,,P-26,UNIT
,14,1,,314,UNIT
,14,1,,606,UNIT
,14,1,,209,UNIT
,14,1,,806,UNIT
,14,1,,Retail-4,UNIT
,14,1,,1104,UNIT
,14,1,,403,UNIT
,14,1,,402,UNIT
,14,1,,612,UNIT
,14,1,,614,UNIT
,14,1,,1206,UNIT
,14,1,,1405,UNIT
,14,1,,Retail-5,UNIT
,14,1,,607,UNIT
,14,1,,207,UNIT
,14,1,,313,UNIT
,14,1,,902,UNIT
,14,1,,Retail-1,UNIT
,14,1,,103,UNIT
,14,1,,907,UNIT
,14,1,,909,UNIT
,14,1,,1201,UNIT
,14,1,,505,UNIT
,14,1,,708,UNIT
,14,1,,202,UNIT
,14,1,,P-44,UNIT
,14,1,,B2-85,UNIT
,14,1,,P-54,UNIT
,14,1,,B1-32,UNIT
,14,1,,P-30,UNIT
,14,1,,P-39,UNIT
,14,1,,P-42,UNIT
,14,1,,1103,UNIT
,14,1,,102,UNIT
,14,1,,916,UNIT
,14,1,,411,UNIT
,14,1,,201,UNIT
,14,1,,811,UNIT
,14,1,,1208,UNIT
,14,1,,213,UNIT
,14,1,,506,UNIT
,14,1,,714,UNIT
,14,1,,105,UNIT
,14,1,,914,UNIT
,14,1,,702,UNIT
,14,1,,413,UNIT
,14,1,,503,UNIT
,14,1,,512,UNIT
,14,1,,1205,UNIT
,14,1,,302,UNIT
,14,1,,1403,UNIT
,14,1,,1008,UNIT
,14,1,,712,UNIT
,14,1,,1102,UNIT
,14,1,,1005,UNIT
,14,1,,208,UNIT
,14,1,,101,UNIT
,14,1,,306,UNIT
,14,1,,513,UNIT
,14,1,,1306,UNIT
,14,1,,1302,UNIT
,14,1,,P-35,UNIT
,14,1,,P-28,UNIT
,14,1,,P-25,UNIT
,14,1,,P-57,UNIT
,14,1,,P-22,UNIT
,14,1,,603,UNIT
,14,1,,709,UNIT
,14,1,,815,UNIT
,14,1,,307,UNIT
,14,1,,609,UNIT
,14,1,,315,UNIT
,14,1,,813,UNIT
,14,1,,1308,UNIT
,14,1,,1105,UNIT
,14,1,,905,UNIT
,14,1,,Retail-2,UNIT
,14,1,,1303,UNIT
,14,1,,214,UNIT
,14,1,,1108,UNIT
,14,1,,1003,UNIT
,14,1,,804,UNIT
,14,1,,1402,UNIT
,14,1,,203,UNIT
,14,1,,1408,UNIT
,14,1,,303,UNIT
,14,1,,304,UNIT
,14,1,,310,UNIT
,14,1,,1304,UNIT
,14,1,,301,UNIT
,14,1,,611,UNIT
,14,1,,309,UNIT
,14,1,,910,UNIT
,15,1,,1005,UNIT
,15,1,,1008,UNIT
,15,1,,1009,UNIT
,15,1,,1107,UNIT
,15,1,,1205,UNIT
,15,1,,1207,UNIT
,15,1,,1303,UNIT
,15,1,,1806,UNIT
,15,1,,1809,UNIT
,15,1,,1901,UNIT
,15,1,,206,UNIT
,15,1,,207,UNIT
,15,1,,208,UNIT
,15,1,,210,UNIT
,15,1,,603,UNIT
,15,1,,607,UNIT
,15,1,,706,UNIT
,15,1,,805,UNIT
,15,1,,809,UNIT
,15,1,,907,UNIT
,15,1,,"OFFICE 2",UNIT
,15,1,,1307,UNIT
,15,1,,1501,UNIT
,15,1,,1503,UNIT
,15,1,,502,UNIT
,15,1,,B2SR-05,UNIT
,15,1,,SHOP08,UNIT
,15,1,,1003,UNIT
,15,1,,1006,UNIT
,15,1,,1010,UNIT
,15,1,,1102,UNIT
,15,1,,1208,UNIT
,15,1,,1708,UNIT
,15,1,,1710,UNIT
,15,1,,1803,UNIT
,15,1,,1807,UNIT
,15,1,,211,UNIT
,15,1,,307,UNIT
,15,1,,703,UNIT
,15,1,,704,UNIT
,15,1,,808,UNIT
,15,1,,810,UNIT
,15,1,,904,UNIT
,15,1,,911,UNIT
,15,1,,"OFFICE 1",UNIT
,15,1,,1308,UNIT
,15,1,,1407,UNIT
,15,1,,1408,UNIT
,15,1,,1411,UNIT
,15,1,,1509,UNIT
,15,1,,1605,UNIT
,15,1,,1610,UNIT
,15,1,,310,UNIT
,15,1,,403,UNIT
,15,1,,404,UNIT
,15,1,,503,UNIT
,15,1,,SHOP05,UNIT
,15,1,,"OFFICE 4",UNIT
,15,1,,1002,UNIT
,15,1,,1004,UNIT
,15,1,,1011,UNIT
,15,1,,1101,UNIT
,15,1,,1105,UNIT
,15,1,,1203,UNIT
,15,1,,1301,UNIT
,15,1,,1801,UNIT
,15,1,,1808,UNIT
,15,1,,1810,UNIT
,15,1,,1906,UNIT
,15,1,,1911,UNIT
,15,1,,209,UNIT
,15,1,,302,UNIT
,15,1,,308,UNIT
,15,1,,605,UNIT
,15,1,,702,UNIT
,15,1,,705,UNIT
,15,1,,711,UNIT
